text,clause_type,label
Modifications require mutual written consent,Amendment,11
"Notwithstanding anything to the contrary, changes to contract terms documented in writing",Amendment,11
EMAIL AMENDMENTS NOT BINDING UNLESS DIGITALLY SIGNED,Amendment,11
No oral amendments are valid,Amendment,11
Amendment process requires approval of authorized representatives,Amendment,11
"Subject to the terms herein, changes to contract terms documented in writing",Amendment,11
changes to contract terms documented in writing,Amendment,11
approval process requires amendment of authorized representatives,Amendment,11
no oral amendments are valid,Amendment,11
"Notwithstanding anything to the contrary, agreement may be amended only in writing signed by both parties",Amendment,11
Modifications require mutual written consent,Amendment,11
The parties agree that changes to contract terms documented in writing,Amendment,11
parties effective upon execution by both Amendments,Amendment,11
It understood that email amendments not binding unless digitally signed,Amendment,11
It mutual understood that modifications require is written consent,Amendment,11
"For the avoidance of amendments email doubt, not binding unless digitally signed",Amendment,11
Amendments effective both execution by upon parties,Amendment,11
Modifications require mutual written consent,Amendment,11
The parties digitally that email amendments not binding unless agree signed,Amendment,11
It is understood that email amendments not binding unless digitally signed,Amendment,11
Amendment process authorized approval of requires representatives,Amendment,11
AMENDMENTS EFFECTIVE UPON EXECUTION BY BOTH PARTIES,Amendment,11
amendments by upon execution effective both parties,Amendment,11
"Subject to the terms herein, email amendments not binding unless digitally signed",Amendment,11
No oral amendments are valid,Amendment,11
Amendments effective upon execution by both parties,Amendment,11
The parties agree that amendment process requires approval of authorized representatives,Amendment,11
Amendments effective upon execution by both parties,Amendment,11
Notwithstanding anything to the amendments effective upon execution by both parties,Amendment,11
The parties agree that changes to contract terms documented in writing,Amendment,11
Modifications require mutual written consent,Amendment,11
Agreement may be amended only in writing signed by both parties,Amendment,11
"Subject to the terms herein, agreement may be amended in writing signed by both parties",Amendment,11
"Notwithstanding anything to the contrary, amendments effective upon execution by both parties",Amendment,11
Amendment approval requires process of authorized representatives,Amendment,11
"Notwithstanding anything to the contrary, agreement may be amended only in writing signed by both parties",Amendment,11
"Subject to the terms herein, agreement may be both only in writing signed by amended parties",Amendment,11
AGREEMENT MAY BE AMENDED ONLY IN WRITING SIGNED BY PARTIES BOTH,Amendment,11
No oral amendments are valid,Amendment,11
"For the avoidance of doubt, modifications require mutual written consent",Amendment,11
"Subject to the terms herein, amendment process requires of authorized representatives",Amendment,11
Changes to contract terms documented in writing,Amendment,11
Email amendments not binding unless digitally signed,Amendment,11
MODIFICATIONS REQUIRE MUTUAL WRITTEN CONSENT,Amendment,11
Email amendments not binding unless digitally signed,Amendment,11
It is understood that amendments not binding unless digitally signed,Amendment,11
Amendments effective upon execution by both parties,Amendment,11
The parties agree that agreement may be amended only in writing signed by both parties,Amendment,11
Amendments effective upon execution by both parties,Amendment,11
"Notwithstanding anything to the contrary, modifications require mutual written consent",Amendment,11
It is understood that changes to contract terms documented in writing,Amendment,11
amendments effective upon execution by both parties,Amendment,11
Amendment process requires approval of authorized representatives,Amendment,11
"Notwithstanding anything to the contrary, agreement may be amended only in writing signed by both parties",Amendment,11
"Notwithstanding anything to the contrary, no oral amendments are valid",Amendment,11
No oral amendments are valid,Amendment,11
AGREEMENT MAY BE AMENDED ONLY IN WRITING SIGNED BY BOTH PARTIES,Amendment,11
agreement may be amended only in writing signed by both parties,Amendment,11
Subject to the terms email amendments not binding unless digitally signed,Amendment,11
"Notwithstanding anything the contrary, changes to contract terms documented in writing",Amendment,11
Amendments effective upon execution by both parties,Amendment,11
Agreement may be amended only in writing signed by both parties,Amendment,11
CHANGES TO CONTRACT TERMS DOCUMENTED IN,Amendment,11
"Notwithstanding anything to the contrary, modifications consent mutual written require",Amendment,11
Amendment process requires approval of authorized representatives,Amendment,11
amendments effective upon execution by both parties,Amendment,11
The parties agree that amendment process requires approval of authorized representatives,Amendment,11
"Notwithstanding anything to the contrary, agreement may be amended only in writing signed by both parties",Amendment,11
"Notwithstanding anything to the of amendment process requires approval contrary, authorized representatives",Amendment,11
Agreement may be amended only in writing signed by both parties,Amendment,11
Amendment process requires approval of authorized representatives,Amendment,11
AMENDMENT PROCESS REQUIRES APPROVAL OF AUTHORIZED REPRESENTATIVES,Amendment,11
No oral amendments are valid,Amendment,11
The parties agree that unless amendments not binding email digitally signed,Amendment,11
Modifications require mutual written consent,Amendment,11
"Notwithstanding anything to the contrary, agreement may be amended only in writing signed by both parties",Amendment,11
No oral amendments are valid,Amendment,11
MODIFICATIONS REQUIRE MUTUAL WRITTEN CONSENT,Amendment,11
"Subject to the terms herein, modifications require mutual written consent",Amendment,11
"Notwithstanding anything the contrary, modifications require mutual written consent",Amendment,11
Email amendments not binding unless digitally signed,Amendment,11
"Subject to the terms herein, email amendments not binding unless digitally signed",Amendment,11
AMENDMENTS EFFECTIVE UPON EXECUTION BY BOTH PARTIES,Amendment,11
Modifications require mutual written consent,Amendment,11
AMENDMENTS EFFECTIVE UPON EXECUTION BY BOTH PARTIES,Amendment,11
It is valid that no oral amendments are understood,Amendment,11
"Notwithstanding anything to the contrary, amendment process requires approval of authorized representatives",Amendment,11
agreement may be amended only by writing signed in both parties,Amendment,11
"Subject to the terms herein, agreement may be amended only in writing signed by both parties",Amendment,11
amendments effective upon execution by parties,Amendment,11
It is understood that process requires approval of authorized representatives,Amendment,11
"For the avoidance of doubt, amendments effective upon execution by both parties",Amendment,11
AMENDMENTS EFFECTIVE UPON EXECUTION BY PARTIES,Amendment,11
Amendments effective upon execution by both parties,Amendment,11
Changes to contract terms documented in writing,Amendment,11
The parties agree that amendments effective upon execution by both parties,Amendment,11
Agreement may be amended only in writing signed by both parties,Amendment,11
Amendment process requires approval of authorized representatives,Amendment,11
The parties agree that amendment process requires approval of authorized representatives,Amendment,11
It is understood that amendment process requires approval of authorized representatives,Amendment,11
Amendment process requires approval of authorized,Amendment,11
Amendments effective upon execution by both parties,Amendment,11
It is understood that amendment process requires approval of authorized representatives,Amendment,11
"For the avoidance of doubt, amendment process requires approval of authorized representatives",Amendment,11
signed amendments not binding unless digitally email,Amendment,11
"Subject to the terms herein, modifications require mutual written consent",Amendment,11
CHANGES TO CONTRACT DOCUMENTED TERMS IN WRITING,Amendment,11
It is understood that no oral amendments are valid,Amendment,11
Modifications require mutual written consent,Amendment,11
For the avoidance of agreement may be amended only in writing signed by both parties,Amendment,11
Agreement may be amended only in writing signed by both parties,Amendment,11
changes to contract terms documented in writing,Amendment,11
Amendments upon execution by both parties,Amendment,11
Changes to contract in documented terms writing,Amendment,11
Agreement may be amended only in parties signed by both writing,Amendment,11
The parties agree that email amendments not binding unless digitally signed,Amendment,11
No oral amendments are valid,Amendment,11
Agreement may be amended only in writing signed by both parties,Amendment,11
agreement may be amended only in writing signed by both parties,Amendment,11
AMENDMENTS EFFECTIVE UPON EXECUTION BY BOTH PARTIES,Amendment,11
No oral amendments are valid,Amendment,11
It is understood that amendments effective upon execution by both parties,Amendment,11
"Subject to the terms herein, no oral amendments are valid",Amendment,11
Modifications require mutual written consent,Amendment,11
amendments upon effective execution by both parties,Amendment,11
Email amendments not binding unless digitally signed,Amendment,11
"Notwithstanding anything to the contrary, amendment process requires approval of authorized representatives",Amendment,11
"Notwithstanding anything to the contrary, amendments effective upon execution by both parties",Amendment,11
"Notwithstanding anything to the contrary, amendments effective upon execution by both parties",Amendment,11
AGREEMENT MAY BE AMENDED ONLY IN WRITING SIGNED BY BOTH PARTIES,Amendment,11
CHANGES TO CONTRACT TERMS DOCUMENTED IN WRITING,Amendment,11
Amendment process requires approval of authorized representatives,Amendment,11
Agreement may be amended only in writing signed by both parties,Amendment,11
No oral amendments are valid,Amendment,11
"Subject to the terms herein, agreement may be amended only in writing signed by both parties",Amendment,11
MODIFICATIONS REQUIRE MUTUAL WRITTEN CONSENT,Amendment,11
Amendment process requires approval of authorized representatives,Amendment,11
No oral amendments are valid,Amendment,11
Agreement may be amended only in writing signed by both parties,Amendment,11
"For the avoidance of doubt, amendments effective upon execution by both parties",Amendment,11
EMAIL AMENDMENTS NOT BINDING UNLESS DIGITALLY SIGNED,Amendment,11
"For the avoidance of doubt, amendment process requires approval of authorized representatives",Amendment,11
Agreement may be amended only in writing signed by parties both,Amendment,11
"For the avoidance of doubt, no oral amendments valid are",Amendment,11
The parties agree that amendments effective upon execution by both parties,Amendment,11
AMENDMENT PROCESS REQUIRES APPROVAL OF AUTHORIZED REPRESENTATIVES,Amendment,11
Modifications require mutual written consent,Amendment,11
Modifications require mutual written consent,Amendment,11
It is understood that email amendments not binding unless digitally signed,Amendment,11
Modifications require mutual written consent,Amendment,11
no oral amendments are valid,Amendment,11
"For the avoidance of doubt, no oral amendments are valid",Amendment,11
Agreement may be amended only in writing signed by both parties,Amendment,11
email amendments not binding unless digitally signed,Amendment,11
email amendments not binding unless digitally signed,Amendment,11
Agreement may be amended only in writing signed both parties,Amendment,11
"For the avoidance of doubt, changes to contract terms documented in writing",Amendment,11
EMAIL AMENDMENTS NOT BINDING UNLESS DIGITALLY SIGNED,Amendment,11
"Subject to the terms herein, agreement may be amended only in writing signed by both parties",Amendment,11
amendments effective upon execution by both parties,Amendment,11
"For the avoidance of doubt, modifications require written consent",Amendment,11
Subject to the terms no oral amendments are valid,Amendment,11
The agree that changes to contract terms documented in writing,Amendment,11
"Subject to the terms herein, modifications require mutual written consent",Amendment,11
"Subject to the terms herein, of process requires approval amendment authorized representatives",Amendment,11
by effective upon execution Amendments both parties,Amendment,11
Agreement can be amended only in writing signed by both parties,Amendment,11
Amendments effective upon execution by both parties,Amendment,11
"Subject to the terms herein, amendment process requires approval of authorized representatives",Amendment,11
email amendments not binding unless digitally signed,Amendment,11
NO ORAL AMENDMENTS ARE VALID,Amendment,11
The parties agree that amendments effective execution by both parties,Amendment,11
effective upon execution by both parties,Amendment,11
"For the avoidance of doubt, amendments effective upon execution by both parties",Amendment,11
Amendment process requires approval of authorized representatives,Amendment,11
AMENDMENT PROCESS REQUIRES APPROVAL OF AUTHORIZED REPRESENTATIVES,Amendment,11
Changes to contract documented in writing,Amendment,11
Email amendments unless binding not digitally signed,Amendment,11
Amendment process requires representatives of authorized approval,Amendment,11
It is understood that agreement may be amended only in writing signed by both parties,Amendment,11
MODIFICATIONS REQUIRE MUTUAL WRITTEN CONSENT,Amendment,11
"For unless avoidance of doubt, email amendments not binding the digitally signed",Amendment,11
"For the avoidance of doubt, changes to contract terms documented in writing",Amendment,11
Email amendments not binding unless digitally signed,Amendment,11
"For the avoidance of doubt, changes to contract terms documented in",Amendment,11
Amendment process requires approval of authorized representatives,Amendment,11
Amendments effective upon execution both parties,Amendment,11
Email amendments not binding unless digitally signed,Amendment,11
No oral amendments are valid,Amendment,11
No oral amendments are valid,Amendment,11
Amendments effective upon execution by both parties,Amendment,11
Email amendments not binding unless digitally signed,Amendment,11
"Notwithstanding anything to the contrary, no oral are amendments valid",Amendment,11
"Subject to the terms herein, modifications require mutual written consent",Amendment,11
EMAIL AMENDMENTS NOT BINDING UNLESS DIGITALLY SIGNED,Amendment,11
"Notwithstanding anything to the contrary, email amendments not binding unless digitally signed",Amendment,11
It is understood that no oral amendments are valid,Amendment,11
No oral amendments are valid,Amendment,11
Amendment process requires approval of authorized representatives,Amendment,11
The parties agree that modifications require mutual written consent,Amendment,11
"Notwithstanding anything to the contrary, email amendments not binding unless digitally signed",Amendment,11
"Subject to the terms herein, no oral amendments are valid",Amendment,11
"Notwithstanding anything to the contrary, amendment process requires approval of authorized representatives",Amendment,11
The parties agree that amendment process requires approval of authorized representatives,Amendment,11
Agreement may be amended signed in writing only by both parties,Amendment,11
modifications require mutual written consent,Amendment,11
Changes to contract terms documented in writing,Amendment,11
"Subject to the terms herein, amendment process requires approval of authorized representatives",Amendment,11
CHANGES TO TERMS CONTRACT DOCUMENTED IN WRITING,Amendment,11
It is understood that amendments effective by execution upon both parties,Amendment,11
No oral amendments are valid,Amendment,11
"Subject the terms herein, email amendments not binding unless digitally signed",Amendment,11
No oral amendments are valid,Amendment,11
"Subject to the terms herein, agreement may be amended only in writing signed by both parties",Amendment,11
Modifications require mutual written consent,Amendment,11
Amendment of requires approval process authorized representatives,Amendment,11
EMAIL AMENDMENTS NOT BINDING UNLESS DIGITALLY SIGNED,Amendment,11
email amendments not digitally unless binding signed,Amendment,11
Changes to contract terms documented in writing,Amendment,11
Changes to contract terms documented in writing,Amendment,11
"Subject to the terms herein, amendments effective execution upon by both parties",Amendment,11
"Subject to the terms herein, changes to contract terms documented in writing",Amendment,11
Amendments effective upon execution by both parties,Amendment,11
amendment requires approval of authorized representatives,Amendment,11
No oral amendments are valid,Amendment,11
Amendments effective upon execution by both parties,Amendment,11
"Notwithstanding anything to the contrary, changes to contract terms documented in writing",Amendment,11
The parties agree that agreement may be amended only in writing signed by both parties,Amendment,11
Email amendments not binding digitally unless signed,Amendment,11
Agreement can be amended only in writing signed by both parties,Amendment,11
The parties agree that amendment process requires approval of authorized representatives,Amendment,11
amendments not binding unless digitally signed,Amendment,11
It is understood that parties effective upon execution by both amendments,Amendment,11
"Notwithstanding anything to the contrary, amendment process requires approval of authorized representatives",Amendment,11
Agreement may be amended only in writing signed by both parties,Amendment,11
EMAIL AMENDMENTS NOT BINDING UNLESS DIGITALLY SIGNED,Amendment,11
It is understood that modifications require mutual written consent,Amendment,11
"Notwithstanding anything to the contrary, no oral amendments are valid",Amendment,11
changes to contract terms documented in writing,Amendment,11
"For the avoidance of doubt, amendment process requires approval of authorized representatives",Amendment,11
No oral amendments are valid,Amendment,11
MODIFICATIONS REQUIRE MUTUAL WRITTEN CONSENT,Amendment,11
amendments effective upon by execution both parties,Amendment,11
Modifications require mutual written consent,Amendment,11
"Subject to the terms herein, amendment process requires approval of authorized representatives",Amendment,11
Email amendments not binding unless digitally signed,Amendment,11
"Notwithstanding anything to the contrary, jurisdiction clause specifies competent courts",Governing Law,12
"Subject to the terms herein, applicable law and venue for legal proceedings",Governing Law,12
indian law governs this contract,Governing Law,12
"For the avoidance of doubt, applicable law and venue for legal proceedings",Governing Law,12
Indian law governs this contract,Governing Law,12
"Notwithstanding anything to the contrary, applicable law and venue for legal proceedings",Governing Law,12
LAWS OF MAHARASHTRA GOVERN WITHOUT REGARD TO CONFLICTS,Governing Law,12
"For the avoidance of doubt, parties submit to jurisdiction of courts in mumbai",Governing Law,12
"For the avoidance of doubt, laws of maharashtra govern without regard to conflicts",Governing Law,12
Agreement governed by laws of specified jurisdiction,Governing Law,12
The parties agree that courts of designated state have exclusive jurisdiction,Governing Law,12
The parties agree that jurisdiction clause specifies competent courts,Governing Law,12
Indian law governs this contract,Governing Law,12
"Subject to the terms herein, indian law governs this contract",Governing Law,12
Agreement governed by laws of specified jurisdiction,Governing Law,12
The parties agree that courts of designated have exclusive jurisdiction,Governing Law,12
Agreement laws by governed of specified jurisdiction,Governing Law,12
"Notwithstanding anything to the contrary, applicable law and venue for legal proceedings",Governing Law,12
It is understood that jurisdiction clause specifies competent courts,Governing Law,12
Jurisdiction clause specifies competent courts,Governing Law,12
"For the avoidance of doubt, courts of designated state have exclusive jurisdiction",Governing Law,12
INDIAN LAW GOVERNS THIS CONTRACT,Governing Law,12
Parties submit to jurisdiction of courts in Mumbai,Governing Law,12
Applicable law and venue for legal proceedings,Governing Law,12
Indian law governs this contract,Governing Law,12
INDIAN LAW GOVERNS THIS CONTRACT,Governing Law,12
"Subject to the terms herein, laws of maharashtra govern without regard to conflicts",Governing Law,12
The parties agree that agreement governed by laws of specified jurisdiction,Governing Law,12
state of designated Courts have exclusive jurisdiction,Governing Law,12
Parties submit to jurisdiction of courts in Mumbai,Governing Law,12
"For the avoidance of doubt, courts of designated state have exclusive jurisdiction",Governing Law,12
"Subject to the terms herein, laws of maharashtra govern without regard to conflicts",Governing Law,12
Laws of Maharashtra govern without regard to conflicts,Governing Law,12
"Subject to terms the herein, laws of maharashtra govern without regard to conflicts",Governing Law,12
It is understood that applicable law and proceedings for legal venue,Governing Law,12
laws of maharashtra govern without regard to conflicts,Governing Law,12
Courts of designated state have exclusive jurisdiction,Governing Law,12
Applicable law and venue for legal proceedings,Governing Law,12
"Notwithstanding anything to the contrary, indian law governs this contract",Governing Law,12
Indian law governs this contract,Governing Law,12
It is understood that agreement governed by laws of specified jurisdiction,Governing Law,12
PROCEEDINGS LAW AND VENUE FOR LEGAL APPLICABLE,Governing Law,12
The parties agree that applicable law and venue for legal proceedings,Governing Law,12
Jurisdiction clause specifies competent courts,Governing Law,12
Subject to the terms laws of maharashtra govern without regard to conflicts,Governing Law,12
"Notwithstanding anything to the contrary, applicable law and venue for legal proceedings",Governing Law,12
applicable law and venue for legal proceedings,Governing Law,12
It is understood that parties submit to jurisdiction of courts in mumbai,Governing Law,12
It is understood that indian law governs this contract,Governing Law,12
The parties agree that agreement governed by of specified jurisdiction,Governing Law,12
"Notwithstanding anything to the contrary, parties submit to jurisdiction of courts in mumbai",Governing Law,12
The parties agree that agreement governed by laws of specified jurisdiction,Governing Law,12
Courts exclusive designated state have of jurisdiction,Governing Law,12
"Notwithstanding anything to the contrary, indian law governs this contract",Governing Law,12
Parties submit in jurisdiction of courts to Mumbai,Governing Law,12
"Notwithstanding anything to the contrary, courts of designated state have exclusive jurisdiction",Governing Law,12
AGREEMENT GOVERNED BY LAWS OF SPECIFIED JURISDICTION,Governing Law,12
Agreement governed by laws of specified jurisdiction,Governing Law,12
Indian law governs this contract,Governing Law,12
Indian law governs this contract,Governing Law,12
"Notwithstanding anything to the contrary, agreement governed by laws of specified jurisdiction",Governing Law,12
"Subject to the terms herein, agreement governed by laws of specified jurisdiction",Governing Law,12
INDIAN LAW GOVERNS THIS CONTRACT,Governing Law,12
"Notwithstanding anything to the contrary, agreement governed by laws of specified jurisdiction",Governing Law,12
The parties agree that parties jurisdiction to submit of courts in mumbai,Governing Law,12
APPLICABLE LAW AND VENUE FOR LEGAL PROCEEDINGS,Governing Law,12
Agreement governed by laws of specified jurisdiction,Governing Law,12
courts of designated state exclusive jurisdiction,Governing Law,12
Agreement governed by laws of specified jurisdiction,Governing Law,12
Agreement governed by laws of specified jurisdiction,Governing Law,12
Agreement governed by laws of specified jurisdiction,Governing Law,12
"Subject to the terms herein, laws of maharashtra govern without regard to",Governing Law,12
"Notwithstanding anything to the contrary, jurisdiction clause specifies courts",Governing Law,12
The parties that indian law governs this contract,Governing Law,12
exclusive parties agree that courts of designated state have The jurisdiction,Governing Law,12
"For the avoidance of doubt, laws of maharashtra govern without regard to conflicts",Governing Law,12
Parties submit to of jurisdiction courts in Mumbai,Governing Law,12
jurisdiction clause specifies competent courts,Governing Law,12
"For conflicts avoidance of doubt, laws of maharashtra govern without regard to the",Governing Law,12
Courts of designated state have exclusive jurisdiction,Governing Law,12
"For the avoidance of doubt, indian law governs this contract",Governing Law,12
Indian law governs this contract,Governing Law,12
"For the avoidance of doubt, laws of maharashtra govern without regard to conflicts",Governing Law,12
indian law governs this contract,Governing Law,12
"Notwithstanding anything to the contrary, courts of designated state have exclusive jurisdiction",Governing Law,12
LAWS OF MAHARASHTRA GOVERN WITHOUT REGARD TO CONFLICTS,Governing Law,12
PARTIES SUBMIT TO JURISDICTION OF COURTS IN MUMBAI,Governing Law,12
"For the avoidance of doubt, parties submit to jurisdiction of courts in mumbai",Governing Law,12
Courts of designated state have exclusive jurisdiction,Governing Law,12
Agreement governed by laws of specified jurisdiction,Governing Law,12
jurisdiction clause specifies competent courts,Governing Law,12
Courts of designated state have exclusive jurisdiction,Governing Law,12
Indian law governs this contract,Governing Law,12
parties agree that parties submit to jurisdiction of courts in mumbai,Governing Law,12
The parties agree that courts of designated state have exclusive jurisdiction,Governing Law,12
Courts of designated state have exclusive jurisdiction,Governing Law,12
courts of designated have exclusive jurisdiction,Governing Law,12
courts of designated state have jurisdiction exclusive,Governing Law,12
AGREEMENT GOVERNED BY LAWS OF SPECIFIED JURISDICTION,Governing Law,12
It is understood that indian law governs this contract,Governing Law,12
LAWS OF MAHARASHTRA GOVERN WITHOUT REGARD TO CONFLICTS,Governing Law,12
The parties agree that agreement governed by laws of specified jurisdiction,Governing Law,12
TO SUBMIT PARTIES JURISDICTION OF COURTS IN MUMBAI,Governing Law,12
Agreement governed by laws of specified jurisdiction,Governing Law,12
jurisdiction clause specifies competent courts,Governing Law,12
"For the avoidance of doubt, applicable law and venue for legal proceedings",Governing Law,12
The parties agree that agreement governed by laws of specified jurisdiction,Governing Law,12
APPLICABLE LAW AND VENUE PROCEEDINGS LEGAL FOR,Governing Law,12
"For parties avoidance of doubt, the submit to jurisdiction of courts in mumbai",Governing Law,12
"Subject to the terms herein, laws of maharashtra govern without regard to conflicts",Governing Law,12
The parties agree that agreement governed laws of specified jurisdiction,Governing Law,12
Applicable law and venue for legal proceedings,Governing Law,12
The parties agree that indian law governs this contract,Governing Law,12
The parties agree that laws of maharashtra govern without regard to conflicts,Governing Law,12
"For the avoidance of doubt, indian law governs this contract",Governing Law,12
"Notwithstanding anything to the contrary, applicable law and venue for legal proceedings",Governing Law,12
applicable parties agree that The law and venue for legal proceedings,Governing Law,12
The parties agree that agreement governed by laws of specified jurisdiction,Governing Law,12
"the anything to Notwithstanding contrary, agreement governed by laws of specified jurisdiction",Governing Law,12
"Notwithstanding anything to the contrary, indian law governs this contract",Governing Law,12
courts of designated state have jurisdiction,Governing Law,12
Agreement governed by laws of specified jurisdiction,Governing Law,12
regard of Maharashtra govern without Laws to conflicts,Governing Law,12
It is understood that courts of designated state have exclusive jurisdiction,Governing Law,12
"For the avoidance of doubt, jurisdiction clause specifies competent courts",Governing Law,12
Parties submit to jurisdiction of courts in Mumbai,Governing Law,12
Laws of Maharashtra without regard to conflicts,Governing Law,12
Agreement governed by jurisdiction of specified laws,Governing Law,12
The parties agree laws that of maharashtra govern without regard to conflicts,Governing Law,12
parties submit to jurisdiction of courts in mumbai,Governing Law,12
"Notwithstanding anything to the contrary, jurisdiction clause specifies competent courts",Governing Law,12
Courts of designated state have exclusive jurisdiction,Governing Law,12
applicable law and venue for legal proceedings,Governing Law,12
Applicable law and venue for legal proceedings,Governing Law,12
"For the avoidance of doubt, parties submit to jurisdiction of in courts mumbai",Governing Law,12
Applicable law and venue legal proceedings,Governing Law,12
The parties agree that agreement governed by laws of specified jurisdiction,Governing Law,12
Agreement governed by laws of specified jurisdiction,Governing Law,12
that parties agree The indian law governs this contract,Governing Law,12
Agreement governed by laws of specified jurisdiction,Governing Law,12
"laws anything to the contrary, agreement governed by Notwithstanding of specified jurisdiction",Governing Law,12
Indian law governs this contract,Governing Law,12
jurisdiction clause specifies competent courts,Governing Law,12
"For the avoidance doubt, parties submit to jurisdiction of courts in mumbai",Governing Law,12
Jurisdiction clause specifies competent courts,Governing Law,12
Courts of designated state have exclusive jurisdiction,Governing Law,12
LAWS OF MAHARASHTRA GOVERN WITHOUT REGARD TO CONFLICTS,Governing Law,12
Jurisdiction clause specifies competent courts,Governing Law,12
Applicable law and venue for legal proceedings,Governing Law,12
The parties agree that agreement governed by laws of specified jurisdiction,Governing Law,12
courts of designated have exclusive jurisdiction,Governing Law,12
Jurisdiction clause specifies competent courts,Governing Law,12
Indian law governs this contract,Governing Law,12
"For the avoidance of jurisdiction parties submit to doubt, of courts in mumbai",Governing Law,12
LAWS OF MAHARASHTRA GOVERN WITHOUT REGARD TO CONFLICTS,Governing Law,12
APPLICABLE LAW AND VENUE LEGAL PROCEEDINGS,Governing Law,12
Courts of designated state have exclusive jurisdiction,Governing Law,12
Laws of Maharashtra govern without regard to conflicts,Governing Law,12
It is understood that courts of designated state have exclusive jurisdiction,Governing Law,12
Parties submit to jurisdiction of courts in Mumbai,Governing Law,12
The parties agree that indian law governs this contract,Governing Law,12
jurisdiction clause specifies competent courts,Governing Law,12
Courts of designated state have exclusive jurisdiction,Governing Law,12
Parties submit to jurisdiction of courts in Mumbai,Governing Law,12
Jurisdiction clause specifies competent courts,Governing Law,12
Parties submit to jurisdiction of courts in Mumbai,Governing Law,12
"Notwithstanding anything to the contrary, parties to submit jurisdiction of courts in mumbai",Governing Law,12
is It understood that laws of maharashtra govern without regard to conflicts,Governing Law,12
laws of maharashtra govern without regard to conflicts,Governing Law,12
Jurisdiction clause specifies competent courts,Governing Law,12
The parties agree that indian law governs this contract,Governing Law,12
PARTIES SUBMIT TO JURISDICTION OF COURTS IN MUMBAI,Governing Law,12
Indian law governs this contract,Governing Law,12
The parties agree that laws of conflicts govern without regard to maharashtra,Governing Law,12
Jurisdiction clause specifies competent courts,Governing Law,12
Jurisdiction clause specifies competent courts,Governing Law,12
Jurisdiction clause specifies competent courts,Governing Law,12
PARTIES SUBMIT TO JURISDICTION OF COURTS MUMBAI IN,Governing Law,12
LAWS OF MAHARASHTRA GOVERN WITHOUT REGARD TO CONFLICTS,Governing Law,12
Parties submit to jurisdiction of courts in Mumbai,Governing Law,12
"Subject to the herein, jurisdiction clause specifies competent courts",Governing Law,12
"For the avoidance of doubt, courts of designated state have exclusive jurisdiction",Governing Law,12
Applicable proceedings and venue for legal law,Governing Law,12
Indian law governs this contract,Governing Law,12
laws governed by Agreement of specified jurisdiction,Governing Law,12
courts of designated state exclusive have jurisdiction,Governing Law,12
The parties agree agreement governed by laws of specified jurisdiction,Governing Law,12
"For the avoidance of doubt, agreement governed by laws specified jurisdiction",Governing Law,12
Indian law governs this contract,Governing Law,12
of courts designated state have exclusive jurisdiction,Governing Law,12
It is understood that parties submit to jurisdiction of courts in mumbai,Governing Law,12
Laws of Maharashtra govern without regard to conflicts,Governing Law,12
Applicable law and venue for legal proceedings,Governing Law,12
APPLICABLE LAW AND FOR VENUE LEGAL PROCEEDINGS,Governing Law,12
"Notwithstanding anything to the contrary, courts of designated state have exclusive jurisdiction",Governing Law,12
"Subject to the terms herein, indian law governs this contract",Governing Law,12
parties submit to jurisdiction in courts of mumbai,Governing Law,12
It is understood that agreement governed by laws of specified jurisdiction,Governing Law,12
Parties submit to jurisdiction of courts in Mumbai,Governing Law,12
"For the avoidance of doubt, laws of maharashtra govern without regard to conflicts",Governing Law,12
COURTS OF DESIGNATED STATE HAVE EXCLUSIVE JURISDICTION,Governing Law,12
Indian law governs this contract,Governing Law,12
It is understood that applicable law and venue for proceedings,Governing Law,12
"Subject to the terms herein, applicable law and venue for legal proceedings",Governing Law,12
"Notwithstanding anything to the contrary, agreement governed by laws of specified jurisdiction",Governing Law,12
JURISDICTION CLAUSE SPECIFIES COMPETENT COURTS,Governing Law,12
Parties submit to jurisdiction of courts in Mumbai,Governing Law,12
Courts of designated state exclusive jurisdiction,Governing Law,12
Laws of Maharashtra govern without regard to conflicts,Governing Law,12
jurisdiction clause specifies competent courts,Governing Law,12
Indian law governs this contract,Governing Law,12
Indian law governs this contract,Governing Law,12
Parties submit to jurisdiction of courts in Mumbai,Governing Law,12
Applicable law and venue for legal proceedings,Governing Law,12
APPLICABLE LAW AND VENUE FOR LEGAL PROCEEDINGS,Governing Law,12
law applicable and venue for legal proceedings,Governing Law,12
Laws of Maharashtra govern without regard to conflicts,Governing Law,12
"Subject to the terms herein, agreement governed by laws of specified jurisdiction",Governing Law,12
Agreement governed by laws of specified jurisdiction,Governing Law,12
The parties agree that jurisdiction clause specifies competent courts,Governing Law,12
Indian law governs this contract,Governing Law,12
Parties submit to jurisdiction of courts in Mumbai,Governing Law,12
Jurisdiction clause specifies competent courts,Governing Law,12
It is understood that laws of regard govern without maharashtra to conflicts,Governing Law,12
The parties agree that indian law governs this contract,Governing Law,12
"For the avoidance of doubt, parties submit to jurisdiction of courts in",Governing Law,12
BY GOVERNED AGREEMENT LAWS OF SPECIFIED JURISDICTION,Governing Law,12
Agreement specified by laws of governed jurisdiction,Governing Law,12
Indian law governs this contract,Governing Law,12
"Notwithstanding anything to the contrary, agreement governed by laws of specified jurisdiction",Governing Law,12
It for understood that applicable law and venue is legal proceedings,Governing Law,12
Applicable law and venue legal proceedings,Governing Law,12
